sequence_id,timestep,temperature_1,temperature_2
0,0,0.03609871806993415,-3.3081751282176284
0,1,8.263369520215218,-3.3081751282176284
0,2,8.603110556670805,-0.14864189683225615
0,3,8.656396275233728,-0.14864189683225615
0,4,8.49698347842148,-0.14864189683225615
0,5,8.291325762619785,0.26756979663743885
0,6,8.297631227459883,-1.6103655144399076
0,7,8.297631227459883,0.7836691952166989
1,0,0.41102286985258574,0.7836691952166989
1,1,-0.018635367525098503,0.7836691952166989
1,2,8.388303355081534,0.7836691952166989
1,3,7.286377823972354,-1.7556475270722558
1,4,7.286377823972354,-1.7556475270722558
1,5,7.469665274534148,-1.7556475270722558
1,6,7.806136154948999,-1.5196675358209875
1,7,7.806136154948999,-1.872382640627248
2,0,7.806136154948999,1.0239844874077537
2,1,7.806136154948999,1.0239844874077537
2,2,7.806136154948999,1.0239844874077537
2,3,12.685327446746568,-0.8258481305010336
2,4,23.24917517041167,-0.5511049429619905
2,5,23.24917517041167,-0.9296798131203643
2,6,24.201620133995675,-2.9739269926555014
2,7,23.100539126704415,-0.26243165264863066
3,0,23.100539126704415,-0.1611959828995232
3,1,8.496666691207261,-0.3794368356991994
3,2,12.402992885746288,-1.1751417456733686
3,3,12.402992885746288,-1.1751417456733686
3,4,12.402992885746288,-1.3677137075524999
3,5,12.402992885746288,-1.3677137075524999
3,6,12.402992885746288,-1.3677137075524999
3,7,23.72653240321719,-0.16629531030150435
4,0,-0.017486551514635282,-0.8686029942405034
4,1,-0.017486551514635282,-0.8686029942405034
4,2,-0.017486551514635282,-0.8686029942405034
4,3,-0.017486551514635282,-0.8686029942405034
4,4,23.12563560068899,-0.8686029942405034
4,5,23.390567911335356,-0.8686029942405034
4,6,24.758913622003686,0.824602145231411
4,7,23.107272773911664,-0.7065649411119824
5,0,-0.46903305746145046,1.4086228292710952
5,1,-0.5690504962332399,1.4086228292710952
5,2,-0.5690504962332399,1.4086228292710952
5,3,-0.5690504962332399,1.4086228292710952
5,4,23.745550503760857,0.23457591533844546
5,5,23.745550503760857,0.23457591533844546
5,6,23.745550503760857,0.23457591533844546
5,7,23.745550503760857,0.630118498151623
6,0,23.745550503760857,0.630118498151623
6,1,0.43740290328698245,0.5011283749245239
6,2,0.43740290328698245,0.5011283749245239
6,3,-0.4849940277536656,0.5011283749245239
6,4,-0.4849940277536656,1.3651807857859901
6,5,7.218222633657705,-1.4497956668123997
6,6,7.4522207977730455,-0.2278564994872846
6,7,7.55977933735305,-0.2278564994872846
7,0,-0.631636827718297,-0.2278564994872846
7,1,-0.631636827718297,-0.2278564994872846
7,2,12.738621877877438,-0.2278564994872846
7,3,23.414011079389507,-0.2278564994872846
7,4,23.86334088331425,-0.30001871809200964
7,5,24.218622335995896,-0.30001871809200964
7,6,24.218622335995896,-0.30001871809200964
7,7,23.378539945926978,-0.30001871809200964
8,0,23.378539945926978,-0.6936554624289465
8,1,0.3496428065969506,0.11478779458630584
8,2,0.3496428065969506,-0.3052966363004753
8,3,0.3496428065969506,-0.3052966363004753
8,4,7.768536913602865,-0.3052966363004753
8,5,7.768536913602865,-0.46587166527585233
8,6,7.538864601573974,0.20149601001781625
8,7,7.538864601573974,0.20149601001781625
9,0,7.538864601573974,0.1265567525802198
9,1,7.752069174000375,-0.48269009971541255
9,2,7.4835408594257995,-0.29261011941525983
9,3,7.4835408594257995,0.44269491679360384
9,4,13.410215740025333,0.44269491679360384
9,5,13.410215740025333,0.44269491679360384
9,6,24.386613429858322,0.44269491679360384
9,7,24.978369014010532,-0.005232627991312633
10,0,0.13203555453951643,-0.143754728575615
10,1,-1.0941118474268394,-2.4999954563903
10,2,0.7918922214751983,-0.8789826596293242
10,3,-0.8975483636601487,-0.8789826596293242
10,4,-0.8975483636601487,-0.9783418231986187
10,5,-0.04745404084404814,-0.9783418231986187
10,6,-0.3614648031293731,-0.9783418231986187
10,7,0.3246159330026787,-1.1796464663816464
11,0,-0.23871544460027605,-1.1796464663816464
11,1,-0.23893385766169342,0.012443955395255335
11,2,9.106571016801203,-0.12367941930985848
11,3,12.72858330071456,-1.0054152718128713
11,4,24.416681608102685,-0.8460185645731899
11,5,24.024260636818795,-0.8460185645731899
11,6,24.024260636818795,-1.0253577633678395
11,7,24.140169197833902,-1.0253577633678395
12,0,0.045326223907646644,-0.7340313069825788
12,1,0.045326223907646644,-0.7340313069825788
12,2,0.5252376600053623,-2.328942464920671
12,3,0.5252376600053623,-1.3353399136486133
12,4,0.5252376600053623,-0.7110078347642279
12,5,8.053749121796885,-0.4577870782255309
12,6,8.053749121796885,-0.18738534993253303
12,7,24.76260584138907,-1.4494846474266527
13,0,24.76260584138907,0.45234721588938265
13,1,24.76260584138907,-2.375577456486605
13,2,24.76260584138907,-2.375577456486605
13,3,24.76260584138907,-2.375577456486605
13,4,7.570680303904844,-1.5007503720893567
13,5,7.570680303904844,0.80811845298008
13,6,24.41911679823739,-0.5890192640434291
13,7,24.41911679823739,-0.23479812212009277
14,0,24.41911679823739,-0.23479812212009277
14,1,7.9876515521266995,-0.4275023601898468
14,2,7.98199986926616,-1.374666234899267
14,3,7.633597293112852,0.5054496000944888
14,4,11.99246767186039,1.5183579399524227
14,5,24.978267747935735,-2.2143997876331527
14,6,23.353922220020834,0.5276334747942049
14,7,24.237520708931083,-2.497493455468762
15,0,0.7919845728039896,-2.497493455468762
15,1,0.18860950733167886,-0.49295097591192283
15,2,7.686631335129509,-2.446104351041809
15,3,7.870084616890105,-2.446104351041809
15,4,7.82105369522504,-1.5121733636230652
15,5,7.82105369522504,-1.5121733636230652
15,6,7.82105369522504,-2.6500826267098265
15,7,24.46433862782953,-2.6500826267098265
16,0,0.013927606849600012,0.24750734592241486
16,1,0.013927606849600012,0.24750734592241486
16,2,0.013927606849600012,0.24750734592241486
16,3,0.013927606849600012,-0.7745424628506516
16,4,0.013927606849600012,-2.296260160552104
16,5,13.32986009691571,-2.296260160552104
16,6,23.849331294923275,-0.868003985217753
16,7,23.849331294923275,-2.514936630994959
17,0,-0.21576086734433408,-0.1740114568302249
17,1,0.2170787521831561,-0.1740114568302249
17,2,0.2170787521831561,-1.3432071459145762
17,3,0.41838636670052193,-1.3432071459145762
17,4,0.41838636670052193,-1.3432071459145762
17,5,13.094424782561672,-0.45778973921535876
17,6,13.094424782561672,-0.45778973921535876
17,7,13.094424782561672,0.8333406993494326
18,0,13.094424782561672,-0.6433599148292746
18,1,0.16953361295471864,-0.6433599148292746
18,2,7.4312807333714215,-0.6433599148292746
18,3,12.272510015588848,-0.1923954044920134
18,4,24.81461043355723,-1.051313583458453
18,5,24.81461043355723,-1.3361106357682104
18,6,24.500503676483422,0.3195746207947836
18,7,24.500503676483422,0.3195746207947836
19,0,0.12510218116929195,0.3195746207947836
19,1,7.929634264503717,-0.7962706495389412
19,2,7.929634264503717,-0.7962706495389412
19,3,12.29116029020755,-0.7962706495389412
19,4,24.01313902858095,-0.7962706495389412
19,5,23.442486144637318,-0.7962706495389412
19,6,22.88663130824122,-0.7962706495389412
19,7,24.164678667600985,-0.7962706495389412
20,0,24.164678667600985,-0.9047417903614898
20,1,0.37066661589638017,-0.9047417903614898
20,2,0.37066661589638017,-0.9047417903614898
20,3,0.37066661589638017,0.2877443518547327
20,4,0.37066661589638017,0.37356443119030125
20,5,7.605896197370346,0.37356443119030125
20,6,8.703482883240728,0.37356443119030125
20,7,8.703482883240728,0.28310007143143545
21,0,-0.046613302752591894,-0.06422404868901488
21,1,8.548313653503712,-0.06422404868901488
21,2,13.106395918594703,-2.196452547983327
21,3,23.370845988214935,0.09842209331734586
21,4,23.929857880551335,-1.219108424213748
21,5,23.929857880551335,-1.219108424213748
21,6,23.929857880551335,-1.2779281232065152
21,7,23.929857880551335,-1.2106759826049942
22,0,-0.0584944526494643,-0.5036636410563089
22,1,8.303931205948771,-1.3108099285692283
22,2,8.550277767747438,-0.4627871565411168
22,3,8.86405872249452,-0.8991872682187934
22,4,13.498833027854317,0.8518774276182488
22,5,13.498833027854317,0.8518774276182488
22,6,23.218329494789035,0.8518774276182488
22,7,23.734893601074766,0.8518774276182488
23,0,-0.6196902118527868,0.04397461186027618
23,1,0.3876708938594131,-2.0518770958913493
23,2,7.143950484510115,0.3063538529577279
23,3,8.198577272912392,-0.8423476646680693
23,4,8.198577272912392,-0.8423476646680693
23,5,23.46218600468382,-0.5687180909321743
23,6,23.821099394308426,-0.7678852783991381
23,7,23.821099394308426,-0.3099664717512369
24,0,-0.06926004073994887,-0.16837202983564803
24,1,-0.06926004073994887,-0.06363616940224281
24,2,0.1613847579892035,-0.2910959195186028
24,3,0.3898501643470244,-0.2910959195186028
24,4,6.592863415618754,-0.22954306222812382
24,5,6.592863415618754,-0.5271094845235496
24,6,7.17226080964003,-0.5271094845235496
24,7,8.42374142272337,-0.5271094845235496
25,0,8.42374142272337,-0.5271094845235496
25,1,8.42374142272337,-1.0117509228529638
25,2,13.145228920926638,2.2970908101694363
25,3,13.145228920926638,2.2970908101694363
25,4,13.145228920926638,2.2970908101694363
25,5,24.618440991083606,-1.9446819726225306
25,6,24.618440991083606,-1.9446819726225306
25,7,24.46195618718926,-1.9446819726225306
26,0,0.42712637820192656,-1.3344107750056828
26,1,0.42712637820192656,-0.5167707685260869
26,2,0.42712637820192656,-0.5167707685260869
26,3,0.42712637820192656,-0.5167707685260869
26,4,23.946128435604276,-0.5167707685260869
26,5,23.946128435604276,-0.5290592896055961
26,6,24.48240813427929,-0.5290592896055961
26,7,23.757661039953806,-2.269356654458711
27,0,23.757661039953806,-2.269356654458711
27,1,8.537036197705484,-0.9766657266933957
27,2,8.30864427434046,-0.24453956559196421
27,3,12.590324840528336,-0.04768615490992426
27,4,24.530858436859788,-1.3898897548780444
27,5,24.530858436859788,-1.3898897548780444
27,6,23.914401262901503,-2.277027337053174
27,7,23.68115254513083,-2.277027337053174
28,0,0.4254842581969287,-0.19775306110392055
28,1,0.4254842581969287,-0.5197528295049145
28,2,0.10883278635156791,-0.5197528295049145
28,3,8.92490723806289,-1.8207088271357044
28,4,8.996397488430773,0.004469957454227291
28,5,8.996397488430773,0.004469957454227291
28,6,8.888951941360366,0.004469957454227291
28,7,8.888951941360366,-0.14467301314048983
29,0,8.888951941360366,-0.5469520496731219
29,1,8.888951941360366,-2.1990863889984587
29,2,8.888951941360366,-1.638838012822741
29,3,12.953265527460825,-1.638838012822741
29,4,12.953265527460825,-1.638838012822741
29,5,22.632618269677014,-0.9108126043311419
29,6,23.851285631589032,-0.7446040033704755
29,7,23.851285631589032,-0.2738798613918547
30,0,1.4929677111376543,-0.2738798613918547
30,1,1.4929677111376543,-0.2738798613918547
30,2,1.4929677111376543,-3.072720670725225
30,3,8.330731475051778,-1.131331870156102
30,4,12.7261784868043,0.4564368960997751
30,5,12.7261784868043,-0.34102274438300406
30,6,12.7261784868043,-0.34102274438300406
30,7,12.7261784868043,-2.0052744755281338
31,0,-0.40225817253050955,-1.54951976190718
31,1,-0.40225817253050955,-1.54951976190718
31,2,7.768444633789929,-1.7606093262523883
31,3,7.768444633789929,-0.9363567912591704
31,4,7.768444633789929,-0.1114828444198343
31,5,7.768444633789929,-1.2516526014958913
31,6,23.945464883175326,-1.2516526014958913
31,7,23.997704483540367,-1.2516526014958913
32,0,23.997704483540367,-1.1403209909513703
32,1,23.997704483540367,-1.1403209909513703
32,2,7.85443346522892,-1.176611677637566
32,3,8.211908013041107,-1.176611677637566
32,4,13.480276974244596,0.1840454915784149
32,5,23.382743025901014,0.1840454915784149
32,6,23.382743025901014,0.9216529881258471
32,7,23.382743025901014,0.9216529881258471
33,0,23.382743025901014,-2.2680515369338297
