sequence_id,timestep,temperature_1,temperature_2
0,0,0.793247788795083,-1.228434187285597
0,1,8.008931548991143,-1.228434187285597
0,2,7.612783816407877,-1.228434187285597
0,3,8.810223002359784,-0.2398285467722403
0,4,8.810223002359784,-0.2398285467722403
0,5,8.810223002359784,0.8218462578777754
0,6,7.748434372989142,0.036632346234344304
0,7,12.194021105420637,0.20445183212098164
0,8,24.90339491655144,0.20445183212098164
0,9,24.002553369448936,-1.5742266842082313
1,0,24.002553369448936,0.10248469965794538
1,1,24.002553369448936,0.10248469965794538
1,2,-0.13972279158786777,-0.9413640788858076
1,3,-0.4193680188030406,-0.5333847371455261
1,4,-0.007357908455711341,-0.5333847371455261
1,5,-0.007357908455711341,-0.5333847371455261
1,6,6.950999875426347,-0.5333847371455261
1,7,6.950999875426347,-0.5333847371455261
1,8,6.950999875426347,-0.9725634938805598
1,9,24.165713529270956,-0.6692725084891871
2,0,24.165713529270956,-0.1136860087964442
2,1,8.989064983066344,-0.1136860087964442
2,2,8.989064983066344,-0.1136860087964442
2,3,23.458859665550282,-2.8838210340111363
2,4,23.458859665550282,-2.8838210340111363
2,5,23.458859665550282,-1.275097345323559
2,6,23.711104246754104,-1.275097345323559
2,7,23.742966502934554,0.3709271792940587
2,8,24.14087854028829,0.3709271792940587
2,9,24.914755736289575,0.3709271792940587
3,0,0.11688864101990051,-2.061808227833094
3,1,8.378968367886037,-2.088232691408178
3,2,13.218399231327345,0.167699133459776
3,3,13.218399231327345,0.167699133459776
3,4,13.218399231327345,0.167699133459776
3,5,23.618870917828637,0.167699133459776
3,6,24.300912506328988,-1.5633937266802134
3,7,23.646793206589606,-1.5633937266802134
3,8,23.646793206589606,-2.335554126745456
3,9,23.646793206589606,1.663144655303204
4,0,23.646793206589606,-1.7412888318870725
4,1,0.5285503512910317,-1.7412888318870725
4,2,0.5285503512910317,-0.25049481469214974
4,3,8.369144440802781,-0.25049481469214974
4,4,8.369144440802781,-0.14103011694302595
4,5,8.369144440802781,-0.14103011694302595
4,6,23.600246682091576,-1.6343890289353347
4,7,23.600246682091576,-0.030468513339161785
4,8,23.835328027939248,0.7385791873479246
4,9,24.44100919327366,0.7385791873479246
5,0,0.35763196205070263,-0.3233443196489303
5,1,0.29040875323427423,-0.3233443196489303
5,2,-0.6690822338452964,-1.315578988621241
5,3,7.9240734078761825,-0.6271710875762115
5,4,7.851653595881118,-2.5448234438869735
5,5,7.851653595881118,-2.5448234438869735
5,6,8.252187977406454,-2.5448234438869735
5,7,8.252187977406454,-2.5448234438869735
5,8,8.252187977406454,-2.553402582505074
5,9,8.252187977406454,-2.593882196497442
6,0,0.52409874917144,-0.6005100555718509
6,1,0.52409874917144,-0.6005100555718509
6,2,0.52409874917144,-0.9434149180136718
6,3,0.52409874917144,-0.5981461317573041
6,4,0.52409874917144,-0.5981461317573041
6,5,23.257118707300933,-0.5981461317573041
6,6,23.257118707300933,-0.20375733220631798
6,7,23.257118707300933,-0.20375733220631798
6,8,23.257118707300933,0.35803874764330335
6,9,23.892938249007944,0.35803874764330335
7,0,-1.3392884869712263,-0.45366074264049405
7,1,-0.1500311645212662,-0.48319840147473847
7,2,-0.1500311645212662,-0.36348571997359147
7,3,-0.1500311645212662,-0.7634339333180503
7,4,-0.1500311645212662,0.1354207100927176
7,5,8.237664564929993,-2.628366320863381
7,6,8.237664564929993,-2.628366320863381
7,7,8.905354635602677,-1.679195049335824
7,8,12.223796572472633,0.40955367063134085
7,9,12.223796572472633,0.40955367063134085
8,0,12.223796572472633,0.041598384747031814
8,1,9.215347228016242,0.041598384747031814
8,2,9.215347228016242,0.041598384747031814
8,3,24.510668673643718,0.041598384747031814
8,4,24.510668673643718,-0.6620862055516031
8,5,23.33834653234931,-2.116789436807214
8,6,23.33834653234931,-2.116789436807214
8,7,23.930885631371662,-2.014545587001648
8,8,23.58458472153852,-2.014545587001648
8,9,23.58458472153852,-0.29860957211122297
9,0,0.13077760860047505,-0.29860957211122297
9,1,-0.9159336665102625,-1.0334347315095198
9,2,8.189962518417893,-0.9480327240335719
9,3,12.214934409639543,-0.4485822563603398
9,4,12.214934409639543,-1.2275438201716042
9,5,24.720081895232962,-0.18692715054438092
9,6,22.651402918058576,-2.0146489794348836
9,7,24.329454754228593,-2.0146489794348836
9,8,24.251139874450267,-0.828567947777348
9,9,24.251139874450267,-2.0901850778067317
10,0,0.7010928842127444,-0.4435017957362517
10,1,8.318120149645377,-0.4435017957362517
10,2,8.318120149645377,-0.4435017957362517
10,3,8.318120149645377,0.5505529227078196
10,4,13.777281899162162,-0.5468917716378882
10,5,13.777281899162162,-0.8288483417726531
10,6,24.14985159842364,1.8780215655452888
10,7,24.14985159842364,0.11735848751814082
10,8,23.45483439205375,0.11735848751814082
10,9,23.45483439205375,0.3169216881783228
11,0,23.45483439205375,-0.6667993020325416
11,1,6.971541369887138,-0.6667993020325416
11,2,12.975686333341962,-0.3055971754102769
11,3,23.22856863385486,-1.1135889387185383
11,4,23.415499250897856,-1.1135889387185383
11,5,23.54709191256193,-1.1135889387185383
11,6,25.526651187895435,-1.1135889387185383
11,7,23.036451906284086,-2.7502750035542207
11,8,23.036451906284086,-1.7260709989152159
11,9,23.036451906284086,-1.7260709989152159
12,0,0.2120910845796341,0.5062967388309318
12,1,0.2120910845796341,-1.4437123071150275
12,2,0.2120910845796341,-1.1226871293436043
12,3,7.750735343787937,-1.1226871293436043
12,4,7.750735343787937,-1.3305043301623836
12,5,13.808184643028012,0.051191806535773446
12,6,13.808184643028012,0.051191806535773446
12,7,13.808184643028012,-0.8248553763598823
12,8,23.819741936626066,-2.031096039899782
12,9,23.819741936626066,-2.031096039899782
13,0,23.819741936626066,-0.28981692298869044
13,1,0.11030581235532308,-0.28981692298869044
13,2,-0.19739032160776188,-0.28981692298869044
13,3,-0.19739032160776188,-0.28981692298869044
13,4,7.441269189919199,-0.2935868826266915
13,5,8.018288145047634,0.30668591259465283
13,6,12.394850090849433,-1.3406745427337718
13,7,24.26015588311846,-1.9259190575392013
13,8,24.26015588311846,-1.9259190575392013
13,9,24.312754982249416,-1.9259190575392013
14,0,-0.8567535258797655,-1.3456606263519904
14,1,-0.05234494944834563,-1.8447250058980527
14,2,0.24809602570483597,0.4595542651224571
14,3,0.24809602570483597,0.4595542651224571
14,4,13.347814696052666,-0.28188502222080064
14,5,13.347814696052666,-1.9445121498887383
14,6,25.228581984115014,-1.9445121498887383
14,7,24.010290842238554,-1.9445121498887383
14,8,25.254624411230814,-0.7985578087599866
14,9,24.324095499877203,-1.5381152820318564
15,0,24.324095499877203,-1.8114257991055247
15,1,8.244009716360083,-0.9740619339356075
15,2,8.244009716360083,-1.845898784995754
15,3,23.78266772323981,-0.13610664193459243
15,4,23.78266772323981,-0.13610664193459243
15,5,24.503726583934966,-3.1277023060863534
15,6,24.52540196828629,1.307546994685386
15,7,24.52540196828629,-1.4767281243198416
15,8,24.355868625601765,-0.7988720302570766
15,9,23.980113958355034,-2.6244640421803114
16,0,23.980113958355034,-1.9630224989323068
16,1,1.2285799948540623,-0.47850086186361984
16,2,-0.17945324206931942,-2.2230681038282545
16,3,-0.17005993775614744,1.175838730156097
16,4,7.408990561663233,1.175838730156097
16,5,7.113271362472558,1.175838730156097
16,6,7.924388565353257,1.175838730156097
16,7,8.03217245010327,-0.49993177978332415
16,8,8.03217245010327,-0.49993177978332415
