temperature_1,temperature_2,ordinal_label
13.446886402231055,-0.5524144546773672,1
12.467338637272068,-0.45650952702262226,1
12.240645813055096,1.4870306727009794,3
12.920970196323557,1.3471139106366836,3
12.365956050759658,-0.5055762292677685,1
13.699621281801472,0.6024287096421297,2
12.583862370712833,0.7715778307718991,2
13.693242965453404,-0.12953026493518796,1
13.589615338462822,-1.0505352981685063,0
12.739972328210614,-0.18228954129437294,1
12.867245581708566,0.11788087146792628,2
13.387917609651069,-0.9402643953595984,1
12.612825612907196,-0.647478985482831,1
12.27494553672575,0.060448124876429345,2
12.824717001361671,-0.06436390193325642,1
14.0743710402714,1.6173303471243725,3
13.184755670007922,0.7904311561626941,2
12.873649857621201,0.813708102107946,2
12.63689197670644,-0.3101832291708229,1
12.372596880696427,-2.2788289204601346,0
13.642715552157668,-1.7082456477530734,0
13.233679879982992,0.4353406018031248,2
12.76984251152327,0.6573165534425147,2
12.475870278272408,-0.510963479386748,1
12.726601014996342,0.4826904245942996,2
11.508168868849936,-0.04604245949896522,1
12.486914870458559,-0.26447734302065906,1
11.955339578304091,-1.4212197509878617,0
13.027638088984055,0.5322240701359097,2
13.191134204473405,0.42517758459931854,2
12.584829793684246,-1.1910094623635168,0
12.471035663240094,-1.1462403366328258,0
12.378176720401965,0.3523670620492457,2
12.579815223546744,0.6832302784683671,2
13.086323653291219,-0.2686597046945623,1
12.712394522216231,0.005110795612039271,2
13.263402576390842,-1.420505924429844,0
12.791425081137184,0.7057747412703258,2
12.960393609129842,0.11708249336603359,2
13.019798702109878,0.22135529303914397,2
12.487691978229567,-0.04832089001135958,1
12.542179513047895,1.1542905963217565,3
12.100621118216651,-1.068738035367785,0
12.767184229093875,-0.22207894003362447,1
12.613346374149618,-0.42839077874268994,1
13.494034790340699,-2.0690737444336555,0
12.782963914077774,1.247107513745539,3
11.741074796350459,-0.5043670318629849,1
12.623454642519967,1.3359452299664063,3
12.231746091494518,-0.34178314583538005,1
13.983605730242456,1.870617739702262,3
13.434965786612219,-0.5267629405735377,1
12.7860903279587,-1.7289960388321939,0
12.323618215869931,0.0879022173215076,2
13.528274443491338,-0.29280874206890417,1
13.009110482528836,0.011728815500013593,2
12.432592146855063,0.26096600619753085,2
13.983344469126036,-0.2052859131617126,1
13.134849079225022,0.7778362338150456,2
12.71186309038832,0.2475479050129383,2
13.002911610559298,0.4412142047772022,2
13.310110389103333,-0.15813088989913715,1
