loss,hmm_model_loss,predictor_loss,predictor_accuracy,predictor_AUC,predictor_AUPRC,val_loss,val_hmm_model_loss,val_predictor_loss,val_predictor_accuracy,val_predictor_AUC,val_predictor_AUPRC,lr,epochs,n_train,n_valid,n_test
34.61172866821289,28.088151931762695,6.523575305938721,0.5833333134651184,0.6390542387962341,0.6532179117202759,35.04058074951172,28.54818344116211,6.492396354675293,0.7111111283302307,0.6913580298423767,0.6316038370132446,0.05000000074505806,0,252,45,53
34.083709716796875,27.600000381469727,6.483707427978516,0.579365074634552,0.6487071514129639,0.6605943441390991,34.793766021728516,28.080930709838867,6.71283483505249,0.5777778029441833,0.6380246877670288,0.5982687473297119,0.05000000074505806,1,252,45,53
33.62302780151367,27.142976760864258,6.480052471160889,0.60317462682724,0.6571397185325623,0.6665465235710144,34.22593688964844,27.649778366088867,6.57615852355957,0.6666666865348816,0.658765435218811,0.6315212249755859,0.05000000074505806,2,252,45,53
33.1413688659668,26.721290588378906,6.420079708099365,0.6190476417541504,0.6681075096130371,0.6759092807769775,33.68362808227539,27.232160568237305,6.451468467712402,0.6666666865348816,0.6879011988639832,0.6610242128372192,0.05000000074505806,3,252,45,53
32.71456527709961,26.314023971557617,6.40054178237915,0.6071428656578064,0.6764219403266907,0.6846418976783752,33.25567626953125,26.826005935668945,6.429670333862305,0.6666666865348816,0.6903703808784485,0.6685229539871216,0.05000000074505806,4,252,45,53
32.29891586303711,25.919267654418945,6.379648685455322,0.6150793433189392,0.6831223368644714,0.6911711692810059,32.89949417114258,26.43239974975586,6.467093467712402,0.6222222447395325,0.6730864644050598,0.659980297088623,0.05000000074505806,5,252,45,53
31.875164031982422,25.53763198852539,6.337531566619873,0.6309523582458496,0.6934130191802979,0.699297308921814,32.57744216918945,26.049522399902344,6.527920722961426,0.6222222447395325,0.6555555462837219,0.6529816389083862,0.05000000074505806,6,252,45,53
31.473617553710938,25.166872024536133,6.306746482849121,0.6309523582458496,0.6970978379249573,0.7006791830062866,32.22748565673828,25.67881965637207,6.548666954040527,0.644444465637207,0.6479012370109558,0.6463637351989746,0.05000000074505806,7,252,45,53
31.08565330505371,24.80779457092285,6.277858734130859,0.64682537317276,0.7003968358039856,0.702613115310669,31.81679344177246,25.321975708007812,6.494818210601807,0.6222222447395325,0.6572839021682739,0.653982937335968,0.05000000074505806,8,252,45,53
30.69260597229004,24.46161651611328,6.230989933013916,0.64682537317276,0.7098922729492188,0.71055006980896,31.370624542236328,24.978044509887695,6.392579555511475,0.6222222447395325,0.6740740537643433,0.6704899072647095,0.05000000074505806,9,252,45,53
30.30132484436035,24.127246856689453,6.174078464508057,0.6666666865348816,0.723615825176239,0.724647045135498,30.92729949951172,24.64511489868164,6.282184600830078,0.6222222447395325,0.704444408416748,0.6978979110717773,0.05000000074505806,10,252,45,53
29.919572830200195,23.802692413330078,6.116880416870117,0.6666666865348816,0.7366858720779419,0.7393614053726196,30.50602149963379,24.32175636291504,6.18426513671875,0.6888889074325562,0.726913571357727,0.7192785739898682,0.05000000074505806,11,252,45,53
29.538454055786133,23.486339569091797,6.052114009857178,0.6785714030265808,0.7462679147720337,0.7488857507705688,30.10541534423828,24.0069522857666,6.098461151123047,0.7111111283302307,0.736790120601654,0.7259303331375122,0.05000000074505806,12,252,45,53
29.148998260498047,23.176986694335938,5.972011089324951,0.6944444179534912,0.7578026652336121,0.7592604756355286,29.714738845825195,23.69966697692871,6.015072345733643,0.7111111283302307,0.7501235008239746,0.7401523590087891,0.05000000074505806,13,252,45,53
28.754417419433594,22.873554229736328,5.880862236022949,0.6944444179534912,0.7674477100372314,0.7675697803497314,29.316387176513672,23.39881706237793,5.9175705909729,0.7111111283302307,0.7624691128730774,0.7500402927398682,0.05000000074505806,14,252,45,53
28.360157012939453,22.57514762878418,5.785008907318115,0.726190447807312,0.7760928273200989,0.7750964164733887,28.89126205444336,23.103073120117188,5.788189888000488,0.7111111283302307,0.7693827152252197,0.7602671384811401,0.05000000074505806,15,252,45,53
27.965824127197266,22.2808895111084,5.684935092926025,0.726190447807312,0.7844859957695007,0.784125566482544,28.43520736694336,22.8103084564209,5.624898910522461,0.7333333492279053,0.7940740585327148,0.7893930077552795,0.05000000074505806,16,252,45,53
27.570281982421875,21.9893856048584,5.58089542388916,0.7420634627342224,0.7938161492347717,0.794751763343811,27.96407127380371,22.51740264892578,5.446666717529297,0.7777777910232544,0.8128395080566406,0.8136797547340393,0.05000000074505806,17,252,45,53
27.176450729370117,21.698238372802734,5.478211879730225,0.75,0.8023746609687805,0.8051135540008545,27.4981689453125,22.221935272216797,5.276232719421387,0.7555555701255798,0.8246914148330688,0.8289430737495422,0.05000000074505806,18,252,45,53
26.78663444519043,21.4052734375,5.3813605308532715,0.7420634627342224,0.8102875351905823,0.814467191696167,27.048873901367188,21.92435073852539,5.124523639678955,0.7555555701255798,0.8375308513641357,0.8407732844352722,0.05000000074505806,19,252,45,53
26.399316787719727,21.11066246032715,5.288654327392578,0.7460317611694336,0.8185704946517944,0.8236249685287476,26.61948013305664,21.626779556274414,4.992701053619385,0.7555555701255798,0.8474074006080627,0.850705623626709,0.05000000074505806,20,252,45,53
26.013084411621094,20.816144943237305,5.196938991546631,0.7539682388305664,0.8246645927429199,0.8305364847183228,26.209367752075195,21.33136749267578,4.877999305725098,0.7555555701255798,0.8508641719818115,0.8538721799850464,0.05000000074505806,21,252,45,53
25.629329681396484,20.523548126220703,5.1057820320129395,0.7658730149269104,0.8310106992721558,0.837353527545929,25.815338134765625,21.04009246826172,4.775243282318115,0.7555555701255798,0.853827178478241,0.8573281168937683,0.05000000074505806,22,252,45,53
25.250690460205078,20.234638214111328,5.01605224609375,0.761904776096344,0.8362308144569397,0.8428447246551514,25.433303833007812,20.755064010620117,4.678239822387695,0.7777777910232544,0.8602468967437744,0.8675167560577393,0.05000000074505806,23,252,45,53
24.878923416137695,19.951400756835938,4.927522659301758,0.773809552192688,0.8425138592720032,0.849479615688324,25.062084197998047,20.478572845458984,4.583511829376221,0.7777777910232544,0.8706172704696655,0.8773003816604614,0.05000000074505806,24,252,45,53
24.515392303466797,19.67607307434082,4.839320182800293,0.7777777910232544,0.8476946353912354,0.8556541204452515,24.706226348876953,20.21285629272461,4.493370056152344,0.7777777910232544,0.8730864524841309,0.8806687593460083,0.05000000074505806,25,252,45,53
24.162708282470703,19.410900115966797,4.751809120178223,0.761904776096344,0.8540249466896057,0.8622115850448608,24.3745174407959,19.959871292114258,4.414645671844482,0.7777777910232544,0.8770370483398438,0.8837883472442627,0.05000000074505806,26,252,45,53
23.824649810791016,19.157848358154297,4.666800498962402,0.7698412537574768,0.8592529892921448,0.8677782416343689,24.07560157775879,19.721376419067383,4.3542256355285645,0.7777777910232544,0.8859259486198425,0.8930395245552063,0.05000000074505806,27,252,45,53
23.504844665527344,18.91868019104004,4.586165428161621,0.773809552192688,0.8636700510978699,0.8722659349441528,23.814300537109375,19.49891471862793,4.315386772155762,0.7777777910232544,0.8864197731018066,0.8932891488075256,0.05000000074505806,28,252,45,53
23.206256866455078,18.69502067565918,4.51123571395874,0.7539682388305664,0.8679767847061157,0.8764506578445435,23.5902156829834,19.29326629638672,4.29694938659668,0.7333333492279053,0.8869135975837708,0.8946054577827454,0.05000000074505806,29,252,45,53
22.931610107421875,18.48797035217285,4.443638801574707,0.7460317611694336,0.8716931343078613,0.8802704215049744,23.39731788635254,19.103670120239258,4.29364538192749,0.7333333492279053,0.8770370483398438,0.8862578272819519,0.05000000074505806,30,252,45,53
22.682823181152344,18.297475814819336,4.38534688949585,0.7460317611694336,0.8744803667068481,0.8828825950622559,23.223386764526367,18.92746353149414,4.295923709869385,0.7333333492279053,0.8745678663253784,0.8830541968345642,0.05000000074505806,31,252,45,53
22.45832061767578,18.121850967407227,4.336469650268555,0.7539682388305664,0.8761574029922485,0.8843507170677185,23.052370071411133,18.76076316833496,4.291609287261963,0.7555555701255798,0.8758024573326111,0.8842318058013916,0.05000000074505806,32,252,45,53
